"Date","Record Number","Record Type","Address","Description","Permit Name","Status","Short Notes",
"05/16/2012","BA-201202325","Arborist Illegal Activity","176 DANIEL AVE SE, ATLANTA GA 30317","Illegal Activity","Illegal Activity","Assigned",,
"05/15/2012","BA-201202314","Arborist Illegal Activity","4420 TREE HAVEN DR NE, ATLANTA GA 30342",,"ARBORIST SITE INVESTIGATION","Pending - Illegal Activity",,
"05/07/2012","BA-201202123","Arborist Illegal Activity","1450 MOORES MILL RD NW, ATLANTA GA 30327",,"ARBORIST SITE INVESTIGATION","Citation Letter Mailes",,
"05/01/2012","BA-201202027","Arborist Illegal Activity","1898 SHEPHERD CIR SW, ATLANTA GA 30311","Acording to John (neighbor) there is illegal activity on site. Trees are being removed and he thinks without a permit","Illegal Activity","Open",,
"04/25/2012","BA-201201930","Arborist Illegal Activity","4309 LAKEHAVEN DR NE, ATLANTA GA 30319",,"complaint investigation","Pending - Illegal Activity",,
"04/20/2012","BA-201201864","Arborist Illegal Activity","76 PUTNAM CIR NE, ATLANTA GA 30305",,"ARBORSIT SITE INVESTIGATION","Pending - Illegal Activity",,
"04/17/2012","BA-201201781","Arborist Illegal Activity","483 ENGLISH AVE NW, ATLANTA GA 30318","illegal removal","removal of 1 tree","Open",,
"04/03/2012","BA-201201541","Arborist Illegal Activity","1513 SOUTH GORDON ST SW, ATLANTA GA 30310","illegal removal of 30"" oak","illegal activity","Open",,
"03/12/2012","BA-201201130","Arborist Illegal Activity","371 OLD IVY RD NE, ATLANTA GA 30342",,"ARBORIST SITE INVESTIGATION","Pending - Illegal Activity",,
"03/12/2012","BA-201201131","Arborist Illegal Activity","2301 BOULEVARD GRANADA SW, ATLANTA GA 30311","Neighbors suspects tree removal without a permit","Illegal Activity","Assigned",,
"03/09/2012","BA-201201104","Arborist Illegal Activity","92 WEST PACES FERRY RD NW, ATLANTA GA 30305","illegall activity","illegall activity","Open",,
"03/05/2012","BA-201201022","Arborist Illegal Activity","3488 VALLEY RD NW, ATLANTA GA 30305","illegal removal of 26"" Pine","illegal activity","Open",,
"02/29/2012","BA-201200958","Arborist Illegal Activity","1400 NORTHSIDE DR NW, ATLANTA GA 30318",,"ARBORIST SITE INVESTIGATION","Assigned",,
"02/23/2012","BA-201200845","Arborist Illegal Activity","1215 MT PARAN RD NW, ATLANTA GA 30327",,"ARBORIST INVESTIGATION","Assigned",,
"02/13/2012","BA-201200686","Arborist Illegal Activity","3758 HADDON HALL RD NW, ATLANTA GA 30327","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"02/07/2012","BA-201200598","Arborist Illegal Activity","1016 ROSEWOOD DR NE, ATLANTA GA 30306","illegal destruction","illegal destruction","Open",,
"01/12/2012","BA-201200197","Arborist Illegal Activity","2884 LOOKOUT PL NE, ATLANTA GA 30305",,"investigation","Pending - Illegal Activity",,
"01/10/2012","BA-201200146","Arborist Illegal Activity","1779 JOHNSON RD NW, ATLANTA GA 30306",,"ARBORIST INVESTIGATION","Pending - Illegal Activity",,
"01/03/2012","BA-201200001","Arborist Illegal Activity","3850 BEECHWOOD DR NW, ATLANTA GA 30327",,"ARBORIST SITE INVESTIGATION","Assigned",,
"12/29/2011","BA-201107352","Arborist Illegal Activity","1062 CUMBERLAND RD NE, ATLANTA GA 30306",,"complaint","Pending - Illegal Activity",,
"12/22/2011","BA-201107308","Arborist Illegal Activity","2018 BOLTON RD NW, ATLANTA GA 30318",,"ARBORIST INVESTIGATION","Assigned",,
"12/21/2011","BA-201107281","Arborist Illegal Activity","1729 ADOLPHUS ST NE, ATLANTA GA 30307","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"12/15/2011","BA-201107207","Arborist Illegal Activity","3502 WOODHAVEN RD NW, ATLANTA GA 30305","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"11/29/2011","BA-201106915","Arborist Illegal Activity","904 CHARLES ALLEN DR NE, ATLANTA GA 00000",,"investigation","Pending - Illegal Activity",,
"11/23/2011","BA-201106890","Arborist Illegal Activity","1805 BREWER BLVD SW, ATLANTA GA 30310",,"ARBORIST INVESTIGATION","Pending - Illegal Activity",,
"11/21/2011","BA-201106859","Arborist Illegal Activity","130 KROG ST NE, ATLANTA GA 30307","ILLEGAL TREE REMOVAL","ILLEGAL TREE REMOVAL","Assigned",,
"11/04/2011","BA-201106573","Arborist Illegal Activity","50 LAKE FORREST LN NE, ATLANTA GA 30342","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"10/25/2011","BA-201106368","Arborist Illegal Activity","2587 BANKHEAD HWY NW, ATLANTA GA 30318",,"Arborist Investigation","Pending - Illegal Activity",,
"10/25/2011","BA-201106358","Arborist Illegal Activity","2886 THE FONTAINBLEAU SW, ATLANTA GA 30331",,"Arborist Investigation","Pending - Illegal Activity",,
"10/13/2011","BA-201106102","Arborist Illegal Activity","95 CLEVELAND AVE SE, ATLANTA GA 30315",,"Arborist Investigation","Pending - Illegal Activity",,
"10/05/2011","BA-201105932","Arborist Illegal Activity","1694 WILDWOOD RD NE, ATLANTA GA 30306",,"site investigation","Pending - Illegal Activity",,
"09/27/2011","BA-201105757","Arborist Illegal Activity","1896 HARBIN RD SW, ATLANTA GA 30311","illegal activity","illegal activity","Assigned",,
"09/26/2011","BA-201105727","Arborist Illegal Activity","1477 HARDEE ST NE, ATLANTA GA 30307","Illegal Activity","Illegal Activity","Issued",,
"09/21/2011","BA-201105622","Arborist Illegal Activity","2745 SHADY VALLEY DR NE, ATLANTA GA 30324",,"Arborist Complaint","Pending - Illegal Activity",,
"09/20/2011","BA-201105616","Arborist Illegal Activity","2765 SHADY VALLEY DR NE, ATLANTA GA 30324",,"Arborist Complaint","Pending - Illegal Activity",,
"09/07/2011","BA-201105363","Arborist Illegal Activity","733 OLD IVY RD NE, ATLANTA GA 30342","Illegal Activity","Illegal Activity","Pending",,
"09/06/2011","BA-201105335","Arborist Illegal Activity","916 CUMBERLAND RD NE, ATLANTA GA 30306",,"Site Investigation",,,
"08/30/2011","BA-201105222","Arborist Illegal Activity","2020 ROBSON PL NE, ATLANTA GA 30317","destroyed 3 trees","Illegal activity","Open",,
"08/25/2011","BA-201105145","Arborist Illegal Activity","1445 MONROE DR NE, ATLANTA GA 30324",,"Arborist Investigation","Pending - Illegal Activity",,
"08/25/2011","BA-201105144","Arborist Illegal Activity","1445 MONROE DR NE, ATLANTA GA 30324",,"Arborist Investigation",,,
"08/23/2011","BA-201105045","Arborist Illegal Activity","908 WENDOVER DR NE, ATLANTA GA 30342",,"Arborist Investigation","Pending - Illegal Activity",,
"08/23/2011","BA-201105010","Arborist Illegal Activity","2846 LOOKOUT PL NE, ATLANTA GA 30305","Illegal Activity","Illegal Activity","Open",,
"08/16/2011","BA-201104855","Arborist Illegal Activity","1698 NOBLE DR NE, ATLANTA GA 30306",,"Arborist Investigation","Pending - Illegal Activity",,
"08/16/2011","BA-201104835","Arborist Illegal Activity","2000 DELOWE DR SW, ATLANTA GA 30311","Illegal Activity","Illegal Activity","Open",,
"08/10/2011","BA-201104663","Arborist Illegal Activity","882 HIGHLAND TER NE, ATLANTA GA 30306",,"Arborist Investigation","Pending - Illegal Activity",,
"08/10/2011","BA-201104660","Arborist Illegal Activity","1594 FRIAR TUCK RD NE, ATLANTA GA 30309","removed 3 trees","Illegal activity","Closed - Illegal Activity",,
"08/05/2011","BA-201104592","Arborist Illegal Activity","546 HARDENDORF AVE NE, ATLANTA GA 30307","destruction of 30"" hdwd","illegal activity","Open",,
"08/02/2011","BA-201104498","Arborist Illegal Activity","1776 WHITE OAK HOLLOW NE, ATLANTA GA 30324","illegal activity","illegal activity","Open",,
"07/29/2011","BA-201104425","Arborist Illegal Activity","178 MELLRICH AVE NE, ATLANTA GA 30317","illegal activity","illegal activity","Open",,
"07/28/2011","BA-201104382","Arborist Illegal Activity","178 MELLRICH AVE NE, ATLANTA GA 30317",,"Arborist Investigation","Pending - Illegal Activity",,
"07/28/2011","BA-201104381","Arborist Illegal Activity","178 MELLRICH AVE NE, ATLANTA GA 30317",,"Arborist Investigation",,,
"07/22/2011","BA-201104263","Arborist Illegal Activity","1194 ROXBORO DR NE, ATLANTA GA 30324","illegal activity","illegal activity","Open",,
"07/15/2011","BA-201104033","Arborist Illegal Activity","615 HAROLD AVE NE, ATLANTA GA 30307","Illegal Activity","Illegal Activity","Open",,
"06/30/2011","BA-201103647","Arborist Illegal Activity","900 MONROE DR NE, ATLANTA GA 30308","Illegal Tree Removal","Illegal Tree Removal","Assigned",,
"06/07/2011","BA-201103020","Arborist Illegal Activity","672 GILLETTE AVE SW, ATLANTA GA 30310","Illegal Destruction","Illegal Destruction","Assigned",,
"06/03/2011","BA-201102922","Arborist Illegal Activity","1464 MILL ACRES DR SW, ATLANTA GA 30311","Illegal Tree Removal","Illegal Tree Removal","Assigned",,
"05/25/2011","BA-201102766","Arborist Illegal Activity","803 BRIARCLIFF RD NE, ATLANTA GA 30306","Illegal Activity","Illegal Activity","Open",,
"05/24/2011","BA-201102737","Arborist Illegal Activity","885 MYRTLE ST NE, ATLANTA GA 30309","Illegal Tree Destruction","Illegal Tree Destruction","Assigned",,
"05/24/2011","BA-201102726","Arborist Illegal Activity","4500 MT PARAN PKWY NW, ATLANTA GA 30327","Illegal Tree Removal","Illegal Tree Removal","Assigned",,
"05/18/2011","BA-201102562","Arborist Illegal Activity","2188 BAYWOOD DR SE, ATLANTA GA 30315","Illegal Tree Removal","Illegal Tree Removal","Assigned",,
"05/18/2011","BA-201102550","Arborist Illegal Activity","2951 HOWELL MILL RD NW, ATLANTA GA 30327","Illegal Tree Removal","Illegal Tree Removal","Assigned",,
"05/17/2011","BA-201102544","Arborist Illegal Activity","332 MURRAY HILL AVE NE, ATLANTA GA 30317","Illegal Activity","Illegal Activity","Open",,
"05/13/2011","BA-201102467","Arborist Illegal Activity","4555 CLUB DR NE, ATLANTA GA 30319","illegal activity","illegal activity","Open",,
"05/12/2011","BA-201102435","Arborist Illegal Activity","402 HILLSIDE DR NW, ATLANTA GA 30342","Illegal Tree Removal","Illegal Tree Removal","Assigned",,
"05/12/2011","BA-201102430","Arborist Illegal Activity","680 MOUNTAIN WAY NE, ATLANTA GA 30342","Illegal Activity","Illegal Activity","Open",,
"05/05/2011","BA-201102296","Arborist Illegal Activity","119 ANDERSON AVE NW, ATLANTA GA 30314","illegal activity","illegal activity","Closed - No Violation Found",,
"05/04/2011","BA-201102258","Arborist Illegal Activity","4092 NORTH IVY RD NE, ATLANTA GA 30342","illegal activity","illegal activity","Assigned",,
"05/04/2011","BA-201102242","Arborist Illegal Activity","1990 BROOKVIEW DR NW, ATLANTA GA 30318","Illegal Destruction","Illegal Destruction","Assigned",,
"05/04/2011","BA-201102234","Arborist Illegal Activity","37 SOUTH PRADO NE, ATLANTA GA 30309","Illegal Activity","Illegal Activity","Assigned",,
"04/29/2011","BA-201102144","Arborist Illegal Activity","585 MOUNTAIN WAY NE, ATLANTA GA 30342","Illegal Activity","Illegal Activity","Open",,
"04/27/2011","BA-201102092","Arborist Illegal Activity","17 VERNON RD NW, ATLANTA GA 30305","illegal activity","illegal activity","Closed - No Violation Found",,
"04/26/2011","BA-201102029","Arborist Illegal Activity","3500 PEACHTREE RD NE, ATLANTA GA 30326","Illegal Tree Removal","Illegal Tree Removal","Assigned",,
"04/22/2011","BA-201101935","Arborist Illegal Activity","910 CUMBERLAND RD NE, ATLANTA GA 30306","Illegal Activity","Illegal Activity","Open",,
"04/21/2011","BA-201101900","Arborist Illegal Activity","903 LINDBERGH DR NE, ATLANTA GA 30324","Illegal Activity","Illegal Activity","Assigned",,
"04/20/2011","BA-201101865","Arborist Illegal Activity","1064 LANIER BLVD NE, ATLANTA GA 30306","illegal activity","illegal activity","Assigned",,
"04/19/2011","BA-201101795","Arborist Illegal Activity","244 WESTMINSTER DR NE, ATLANTA GA 30309","illegal activity","illegal activity","Assigned",,
"04/19/2011","BA-201101792","Arborist Illegal Activity","1250 WEST CONWAY DR NW, ATLANTA GA 30327","illegal activity","illegal activity","Notice",,
"04/13/2011","BA-201101662","Arborist Illegal Activity","2616 BROOKWOOD DR NE, ATLANTA GA 30305","Illegal Tree Removal","Illegal Tree Removal","Assigned",,
"04/12/2011","BA-201101616","Arborist Illegal Activity","1675 STANTON ST SW, ATLANTA GA 30311","Illegal Tree Removal","Illegal Tree Removal","Assigned",,
"04/12/2011","BA-201101614","Arborist Illegal Activity","996 MCLYNN AVE NE, ATLANTA GA 30306","Illegal Tree Removal","Illegal Tree Removal","Assigned",,
"04/11/2011","BA-201101594","Arborist Illegal Activity","387 PINE CREST RD NE, ATLANTA GA 30342",,"Arborist Site Investigation",,,
"04/11/2011","BA-201101595","Arborist Illegal Activity","387 PINE CREST RD NE, ATLANTA GA 30342",,"Arborist Site Investigation","Pending - Illegal Activity",,
"04/04/2011","BA-201101433","Arborist Illegal Activity","672 GILLETTE AVE SW, ATLANTA GA 30310","Illegal Tree Destruction","Illegal Tree Destruction","Assigned",,
"03/31/2011","BA-201101367","Arborist Illegal Activity","213 HERMER CIR NW, ATLANTA GA 30311","Illegal Destruction","Illegal Destruction","Assigned",,
"03/31/2011","BA-201101366","Arborist Illegal Activity","2170 BOLLINGBROOK DR SW, ATLANTA GA 30311","Illegal Tree Removal","Illegal Tree Removal","Assigned",,
"03/29/2011","BA-201101300","Arborist Illegal Activity","2990 GRANDVIEW AVE NE, ATLANTA GA 30305","Illegal Activity","Illegal Activity","Open",,
"03/25/2011","BA-201101246","Arborist Illegal Activity","120 TERRACE DR NE, ATLANTA GA 30305","Illegal Activity","Illegal Activity","Open",,
"03/21/2011","BA-201101160","Arborist Illegal Activity","967 FOXCROFT RD NW, ATLANTA GA 30327","Illegal Tree Destruction","Illegal Tree Destruction","Assigned",,
"03/21/2011","BA-201101150","Arborist Illegal Activity","764 STOKESWOOD AVE SE, ATLANTA GA 30316","Illegal Activity","Illegal Activity","Assigned",,
"03/21/2011","BA-201101148","Arborist Illegal Activity","65 HOWARD ST NE, ATLANTA GA 30317","Illegal Activity","Illegal Activity","Assigned",,
"03/07/2011","BA-201100904","Arborist Illegal Activity","688 MOUNTAIN WAY NE, ATLANTA GA 30342",,"Arborist Site Investigation",,,
"03/07/2011","BA-201100905","Arborist Illegal Activity","688 MOUNTAIN WAY NE, ATLANTA GA 30342",,"Arborist Site Investigation","Closed - Illegal Activity",,
"03/03/2011","BA-201100843","Arborist Illegal Activity","1146 WEST MARIETTA ST NW, ATLANTA GA 30318","Illegal Activity","Illegal Activity","Closed - No Violation Found",,
"02/17/2011","BA-201100611","Arborist Illegal Activity","559 WOODWARD AVE SE, ATLANTA GA 30312","Illegal Activity","Illegal Activity","Assigned",,
"02/16/2011","BA-201100585","Arborist Illegal Activity","2587 PAUL AVE NW, ATLANTA GA 30318","work without a permit","12"" hardwood cut","Open",,
"01/28/2011","BA-201100297","Arborist Illegal Activity","1719 MCLENDON AVE NE, ATLANTA GA 30307","Illegal Activity","Illegal Activity","Closed - Illegal Activity",,
"01/18/2011","BA-201100145","Arborist Illegal Activity","3264 KINGSTON RD NW, ATLANTA GA 30318","DDH","DDH","Terminated",,
"01/13/2011","BA-201100132","Arborist Illegal Activity","767 GRESHAM AVE SE, ATLANTA GA 30316","Illegal Activity","Illegal Activity","Assigned",,
"01/06/2011","BA-201100076","Arborist Illegal Activity","469 THACKERY PL SW, ATLANTA GA 30311","Illegal Activity","Illegal Activity","Open",,
"01/06/2011","BA-201100073","Arborist Illegal Activity","1714 PINE RIDGE DR NE, ATLANTA GA 30324","Illegal Activity","Illegal Activity","Assigned",,
"12/17/2010","BA-201006202","Arborist Illegal Activity","585 MOUNTAIN WAY NE, ATLANTA GA 30342","Illegal Activity","Illegal Activity","Assigned",,
"12/03/2010","BA-201005987","Arborist Illegal Activity","4013 STOVALL TER NE, ATLANTA GA 30342","Illegal Activity","Illegal Activity","Open",,
"12/03/2010","BA-201005982","Arborist Illegal Activity","1759 INDIANA AVE NE, ATLANTA GA 30307","illegal removal","illegal removal","Assigned",,
"12/02/2010","BA-201005950","Arborist Illegal Activity","1960 GREYSTONE RD NW, ATLANTA GA 30318","Illegal Destruction","Illegal Destruction","Assigned",,
"11/23/2010","BA-201005842","Arborist Illegal Activity","35 WIEUCA TRCE NE, ATLANTA GA 30342","illegal activity","illegal activity","Assigned",,
"11/12/2010","BA-201005689","Arborist Illegal Activity","2998 HABERSHAM RD NW, ATLANTA GA 30305","sewer infrastruct tree impact","sewer infrastruct tree impact","Assigned",,
"11/12/2010","BA-201005691","Arborist Illegal Activity","901 LOS ANGELES AVE NE, ATLANTA GA 30306","Illegal Activity","Illegal Activity","Open",,
"11/09/2010","BA-201005631","Arborist Illegal Activity","354 FIELDING CT SW, ATLANTA GA 30311","illegal activity - sewer infrastructure","illegal activity - sewer infrastructure","No Violation Found",,
"11/08/2010","BA-201005618","Arborist Illegal Activity","3020 NANCY CREEK RD NW, ATLANTA GA 30327","possible illegal activity","possible illegal activity","Assigned",,
"11/04/2010","BA-201005581","Arborist Illegal Activity","292 GORDON AVE NE, ATLANTA GA 30307","Illegal Activity","Illegal Activity","Open",,
"11/02/2010","BA-201005519","Arborist Illegal Activity","2602 DEFOORS FERRY RD NW, ATLANTA GA 30318","illegal destruction","illegal destruction","Assigned",,
"10/28/2010","BA-201005478","Arborist Illegal Activity","4243 LAKEHAVEN DR NE, ATLANTA GA 30319","Illegal Activity","Illegal Activity","Open",,
"10/28/2010","BA-201005475","Arborist Illegal Activity","4243 LAKEHAVEN DR NE, ATLANTA GA 30319",,"INVESTIGATION","Pending - Illegal Activity",,
"10/28/2010","BA-201005474","Arborist Illegal Activity","4243 LAKEHAVEN DR NE, ATLANTA GA 30319",,"INVESTIGATION",,,
"10/27/2010","BA-201005429","Arborist Illegal Activity","981 NORTHROPE DR NE, ATLANTA GA 30324","Illegal Activity","Illegal Activity","Assigned",,
"10/21/2010","BA-201005266","Arborist Illegal Activity","380 EAST LAKE BLVD SE, ATLANTA GA 30317","ILLEGAL REMOVAL","ILLEGAL ACTIVITY","No Violation Found",,
"10/21/2010","BA-201005259","Arborist Illegal Activity","1765 INDIANA AVE NE, ATLANTA GA 30307","Illeagl activity","Illeagl activity","Assigned",,
"09/27/2010","BA-201004796","Arborist Illegal Activity","1048 SEABOARD AVE NW, ATLANTA GA 30318","illegal removal","illegal removal","Assigned",,
"09/24/2010","BA-201004781","Arborist Illegal Activity","1970 WALTHALL DR NW, ATLANTA GA 30318","illegal removal","illegal removal","Assigned",,
"09/23/2010","BA-201004769","Arborist Illegal Activity","354 FIELDING CT SW, ATLANTA GA 30311","infrastructure illegal destruction","infrastructure illegal destruction","No Violation Found",,
"09/23/2010","BA-201004752","Arborist Illegal Activity","2870 NORTH HILLS DR NE, ATLANTA GA 30305","ILLEGAL REMOVAL","ILLEGAL REMOVAL","Assigned",,
"09/22/2010","BA-201004697","Arborist Illegal Activity","1666 JOHNSON RD NE, ATLANTA GA 30306","ILLEGAL DESTRUCTION","ILLEGAL DESTRUCTION","Closed - No Violation Found",,
"09/16/2010","BA-201004599","Arborist Illegal Activity","534 FAIRBURN RD NW, ATLANTA GA 30331","illegal activity","illegal activity","Assigned",,
"09/03/2010","BA-201004351","Arborist Illegal Activity","152 LAKEVIEW AVE NE, ATLANTA GA 30305","illehal destruction","illegal destruction","Open",,
"08/25/2010","BA-201004190","Arborist Illegal Activity","1723 JOHNSON RD NE, ATLANTA GA 30306","illegal activity","illegal activity","Assigned",,
"08/12/2010","BA-201003959","Arborist Illegal Activity","3375 OLD PLANTATION RD NW, ATLANTA GA 30327","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"08/11/2010","BA-201003924","Arborist Illegal Activity","3200 BENJAMIN E MAYS DR SW, ATLANTA GA 30311","ILLEGAL REMOVAL","ILLEGAL REMOVAL","Assigned",,
"08/10/2010","BA-201003890","Arborist Illegal Activity","3201 WEST ROXBORO RD NE, ATLANTA GA 30324","ILLEGAL REMOVAL","ILLEGAL REMOVAL","Assigned",,
"08/09/2010","BA-201003878","Arborist Illegal Activity","156 LAKE FORREST LN NE, ATLANTA GA 30342","illegal removal","illegal removal","Notice",,
"07/26/2010","BA-201003588","Arborist Illegal Activity","990 SWATHMORE DR NW, ATLANTA GA 30327","illegal removal","illegal removal","Assigned",,
"07/24/2010","BA-201003575","Arborist Illegal Activity","581 TERRACE AVE NE, ATLANTA GA 30307","illegal activity","illegal activity","Closed",,
"07/19/2010","BA-201003477","Arborist Illegal Activity","731 MOLLIE ST SE, ATLANTA GA 30316","illegal impact","illegal impact","Assigned",,
"07/09/2010","BA-201003302","Arborist Illegal Activity","1919 RIVER FOREST RD NW, ATLANTA GA 30327","Illegal Activity","Illegal activity","Assigned",,
"07/08/2010","BA-201003290","Arborist Illegal Activity","1705 LAURENS DR SW, ATLANTA GA 30311","illegal activity","illegal activity","Assigned",,
"06/28/2010","BA-201003092","Arborist Illegal Activity","345 EAST WESLEY RD NE, ATLANTA GA 30305","illegal removal","illegal removal","Assigned",,
"06/23/2010","BA-201003055","Arborist Illegal Activity","37 WEST WIEUCA RD NE, ATLANTA GA 30342","Illegal Removal","Illegal Removal","Assigned",,
"06/23/2010","BA-201003058","Arborist Illegal Activity","2967 SEQUOYAH DR NW, ATLANTA GA 30327","Illegal removal","Illegal removal","Open",,
"06/22/2010","BA-201002991","Arborist Illegal Activity","2381 MACON DR SW, ATLANTA GA 30315","Illegal Removal","Illegal Removal","Assigned",,
"06/21/2010","BA-201002978","Arborist Illegal Activity","1241 WOODLAND AVE SE, ATLANTA GA 30316","illegal removal","illegal removal","Assigned",,
"06/11/2010","BA-201002854","Arborist Illegal Activity","675 DELMAR AVE SE, ATLANTA GA 30312","illegal activity","unpermitted removal","Assigned",,
"05/26/2010","BA-201002558","Arborist Illegal Activity","3163 HABERSHAM RD NW, ATLANTA GA 30305","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"05/25/2010","BA-201002546","Arborist Illegal Activity","2793 ATWOOD RD NE, ATLANTA GA 30305","Illegal Destruction","Illegal Destruction","Assigned",,
"05/24/2010","BA-201002477","Arborist Illegal Activity","4113 PEACHTREE DUNWOODY RD NE, ATLANTA GA 30342","Illegal Removal","Illegal Removal","Fine",,
"05/19/2010","BA-201002432","Arborist Illegal Activity","514 PINE TREE DR NE, ATLANTA GA 30305","possible illegal destruction","possible illegal destruction","Assigned",,
"05/04/2010","BA-201002120","Arborist Illegal Activity","1595 MARLBROOK DR NE, ATLANTA GA 30307","illegal activity","illegal activity","Closed - Illegal Activity",,
"05/04/2010","BA-201002121","Arborist Illegal Activity","1595 MARLBROOK DR NE, ATLANTA GA 30307",,"illegal activity",,,
"05/04/2010","BA-201002143","Arborist Illegal Activity","1709 MCLENDON AVE NE, ATLANTA GA 30307",,"ILLEGAL ACTIVITY",,,
"05/03/2010","BA-201002088","Arborist Illegal Activity","1709 MCLENDON AVE NE, ATLANTA GA 30307","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Closed - Illegal Activity",,
"04/30/2010","BA-201002042","Arborist Illegal Activity","2420 OLDFIELD RD NW, ATLANTA GA 30327","illegal removal","illegal removal","No Violation Found",,
"04/27/2010","BA-201001980","Arborist Illegal Activity","806 PONCE DE LEON PL NE, ATLANTA GA 30306","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"04/26/2010","BA-201001958","Arborist Illegal Activity","1020 ANGELO CT NE, ATLANTA GA 30319","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Closed - No Violation Found",,
"04/26/2010","BA-201001965","Arborist Illegal Activity","9 PARKSIDE CT NW, ATLANTA GA 30342",,"ILLEGAL ACTIVITY",,,
"04/22/2010","BA-201001899","Arborist Illegal Activity","4420 DANFORTH RD SW, ATLANTA GA 30331","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"04/22/2010","BA-201001900","Arborist Illegal Activity","156 RUZELLE DR SE, ATLANTA GA 30354","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"04/22/2010","BA-201001909","Arborist Illegal Activity","9 PARKSIDE CT NW, ATLANTA GA 30342","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Closed - Illegal Activity",,
"04/21/2010","BA-201001862","Arborist Illegal Activity","1381 WESSYNGTON RD NE, ATLANTA GA 30306","illegal activity","illegal activity","Closed - No Violation Found",,
"04/20/2010","BA-201001847","Arborist Illegal Activity","2063 OAKVIEW RD SE, ATLANTA GA 30317","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Closed - Illegal Activity",,
"04/20/2010","BA-201001848","Arborist Illegal Activity","1106 HUDSON DR NE, ATLANTA GA 30306","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Closed - No Violation Found",,
"04/16/2010","BA-201001788","Arborist Illegal Activity","37 WEST WIEUCA RD NE, ATLANTA GA 30342","illegal activity","illegal activity","Closed",,
"04/14/2010","BA-201001740","Arborist Illegal Activity","538 PINE TREE DR NE, ATLANTA GA 30305","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"04/13/2010","BA-201001736","Arborist Illegal Activity","1307 NORTH MORNINGSIDE DR NE, ATLANTA GA 30306","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","No Violation Found",,
"04/05/2010","BA-201001464","Arborist Illegal Activity","2050 NISKEY LAKE RD SW, ATLANTA GA 30331","illegal removal","illegal removal","Assigned",,
"04/05/2010","BA-201001465","Arborist Illegal Activity","2050 NISKEY LAKE RD SW, ATLANTA GA 30331","illegal destruction","illegal destruction","Assigned",,
"04/02/2010","BA-201001442","Arborist Illegal Activity","2050 NISKEY LAKE RD SW, ATLANTA GA 30331","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Notice",,
"03/25/2010","BA-201001265","Arborist Illegal Activity","3260 WEST PACES PARK CT, ATLANTA GA 00000","illegal destruction","illegal destruction","Assigned",,
"03/25/2010","BA-201001283","Arborist Illegal Activity","134 HOWARD ST SE, ATLANTA GA 30317","illegal destruction","illegal destruction","Assigned",,
"03/25/2010","BA-201001294","Arborist Illegal Activity","2020 ROBSON PL NE, ATLANTA GA 30317","illegal destruction","illegal destruction","Closed - No Violation Found",,
"03/25/2010","BA-201001300","Arborist Illegal Activity","302 OXFORD PL NE, ATLANTA GA 30307","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"03/17/2010","BA-201001151","Arborist Illegal Activity","1001 WEST PACES FERRY RD NW, ATLANTA GA 30327","DDH","DDH","Assigned",,
"03/10/2010","BA-201001020","Arborist Illegal Activity","3251 MATHIESON DR NE, ATLANTA GA 30305","illegal activity","illegal activity","Assigned",,
"03/10/2010","BA-201001024","Arborist Illegal Activity","1868 KING CHARLES RD SW, ATLANTA GA 30331",,"ILLEGAL ACTIVITY",,,
"03/10/2010","BA-201001025","Arborist Illegal Activity","1868 KING CHARLES RD SW, ATLANTA GA 30331",,"ILLEGAL ACTIVITY","Pending - Illegal Activity",,
"02/25/2010","BA-201000806","Arborist Illegal Activity","1422 GLENWOOD AVE SE, ATLANTA GA 30316","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"02/25/2010","BA-201000807","Arborist Illegal Activity","181 HOWARD ST NE, ATLANTA GA 30317","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Closed - No Violation Found",,
"02/22/2010","BA-201000732","Arborist Illegal Activity","1001 WEST PACES FERRY RD NW, ATLANTA GA 30327","ddh","ddh","Closed - Illegal Activity",,
